x_m,y_m,w_tr_right_m,w_tr_left_m
-102.0073555,151.8459444,4,4
-92.68217322,156.9592913,4,4
-81.55266784,161.6884131,4,4
-11.22477471,188.0061253,4,4
35.84171994,205.6839313,4,4
82.85228685,223.9200264,4,4
124.4392413,242.4303405,4,4
143.5870305,253.1668704,4,4
157.3935531,262.2723266,4,4
180.6859627,284.3090381,4,4
193.3966034,295.2142747,4,4
206.6393907,306.3160926,4,4
218.3682131,314.689698,4,4
230.8634972,322.2185852,4,4
246.1174717,331.1726088,4,4
271.1650725,346.4959791,4,4
284.0574427,356.5284866,4,4
303.7777084,374.5485457,4,4
384.1839501,455.1765607,4,4
409.3262332,478.2752833,4,4
430.353866,495.2245833,4,4
453.099962,511.781164,4,4
481.189978,533.6631822,4,4
499.36217,549.813289,4,4
527.0429525,578.7388352,4,4
542.180013,596.575803,4,4
561.3821435,625.1924055,4,4
572.047941,647.0704379,4,4
586.6794979,680.2538067,4,4
605.6105756,723.6984916,4,4
612.7373886,739.1327585,4,4
624.3156032,764.6572051,4,4
626.8081828,771.1079207,4,4
628.9346822,778.4700654,4,4
630.395179,786.7074799,4,4
630.6247132,792.6537289,4,4
629.2601581,885.5528474,4,4
631.1705685,896.6594853,4,4
633.6263297,904.8580758,4,4
636.7551862,912.6930163,4,4
641.3653808,921.332343,4,4
647.8804924,930.6530079,4,4
656.6832641,939.3203231,4,4
666.1835092,945.9432359,4,4
673.1177402,949.8670785,4,4
691.8435501,961.1734935,4,4
698.8742153,966.0070518,4,4
704.3849045,971.2055662,4,4
708.8870183,976.9884616,4,4
713.0895261,983.7699454,4,4
717.6104974,993.0460185,4,4
721.1009342,1001.349381,4,4
723.8279846,1010.096781,4,4
724.0957712,1018.445274,4,4
722.6562333,1024.515832,4,4
719.8021843,1030.903896,4,4
715.3301847,1037.203448,4,4
709.9949525,1042.915064,4,4
703.2007106,1050.158213,4,4
699.4967455,1055.156877,4,4
696.020059,1062.441264,4,4
694.2819044,1069.031956,4,4
693.6698046,1076.703964,4,4
694.5099273,1084.135295,4,4
695.9529391,1090.470592,4,4
699.303597,1097.587301,4,4
703.9085774,1103.489717,4,4
709.097893,1108.908573,4,4
727.5785531,1126.519462,4,4
748.0115464,1144.476665,4,4
767.139995,1159.288061,4,4
813.159912,1191.699372,4,4
853.3604016,1220.100381,4,4
862.8499959,1227.647403,4,4
872.9628229,1236.623555,4,4
890.4376768,1254.952756,4,4
942.0431011,1311.732524,4,4
962.4974722,1331.536882,4,4
1007.189911,1371.34118,4,4
1052.535183,1412.384989,4,4
1076.568079,1434.493734,4,4
1084.930948,1443.262915,4,4
1092.030283,1451.63324,4,4
1147.324623,1525.33585,4,4
1154.619569,1536.404537,4,4
1159.574653,1545.468622,4,4
1162.710192,1552.558175,4,4
1166.456716,1562.434634,4,4
1169.134168,1572.50764,4,4
1171.07869,1581.555094,4,4
1172.176044,1591.8722,4,4
1172.562517,1599.905859,4,4
1172.191219,1608.583612,4,4
1171.30984,1617.086364,4,4
1169.914412,1624.757767,4,4
1168.267313,1632.847828,4,4
1155.200617,1691.011848,4,4
1150.708927,1711.475485,4,4
1147.649489,1727.905022,4,4
1141.597751,1751.382693,4,4
1139.486588,1756.848687,4,4
1136.972988,1761.402356,4,4
1134.29834,1765.793599,4,4
1130.879314,1769.771565,4,4
1127.710448,1772.76347,4,4
1123.932575,1775.861286,4,4
1119.290375,1778.582535,4,4
1115.620459,1780.698239,4,4
1110.254907,1782.994511,4,4
1104.653519,1784.741014,4,4
1098.322897,1786.107208,4,4
1091.851055,1786.48708,4,4
1083.268128,1786.435985,4,4
1075.221872,1786.236493,4,4
1058.918224,1785.665384,4,4
1050.977692,1785.429615,4,4
1043.771956,1785.774285,4,4
1038.264291,1786.795041,4,4
1032.421808,1788.31466,4,4
1027.575363,1790.084792,4,4
1023.692502,1791.961693,4,4
1018.716185,1794.69231,4,4
1012.970399,1798.156387,4,4
969.5297344,1825.331785,4,4
956.2507933,1835.024552,4,4
910.6172305,1871.095752,4,4
901.7999618,1878.995733,4,4
896.7436687,1884.988735,4,4
894.0637151,1889.691799,4,4
892.3494952,1894.57943,4,4
890.6015862,1899.278848,4,4
889.4747342,1903.538203,4,4
889.1479208,1907.652934,4,4
889.0214288,1911.550697,4,4
889.360168,1916.314518,4,4
889.9060283,1920.850054,4,4
892.1251537,1929.522625,4,4
894.6964253,1934.73622,4,4
899.8708548,1941.446302,4,4
904.6607534,1945.841652,4,4
912.6343503,1951.372448,4,4
921.4456928,1955.811842,4,4
958.2378271,1972.135791,4,4
987.4475148,1986.51204,4,4
998.5638502,1992.222712,4,4
1010.014018,1997.913009,4,4
1023.584071,2005.636234,4,4
1033.381269,2011.761901,4,4
1038.783092,2015.394906,4,4
1043.646727,2018.864834,4,4
1071.751656,2041.138566,4,4
1082.430227,2049.798927,4,4
1091.013907,2057.071015,4,4
1096.2128,2061.855727,4,4
1101.406707,2067.230281,4,4
1105.876917,2073.192369,4,4
1109.687126,2079.473189,4,4
1113.194943,2086.908421,4,4
1115.219426,2091.658849,4,4
1116.718708,2096.45723,4,4
1118.132614,2102.28161,4,4
1118.825079,2107.235897,4,4
1120.721425,2131.472212,4,4
1121.36622,2137.529336,4,4
1122.887054,2143.617783,4,4
1124.397409,2149.072316,4,4
1126.964654,2154.152605,4,4
1129.296658,2159.21717,4,4
1133.062583,2165.4436,4,4
1136.020876,2170.001228,4,4
1177.516203,2233.861605,4,4
1181.731812,2239.630535,4,4
1186.083418,2245.429076,4,4
1190.426433,2250.148598,4,4
1194.901129,2254.74208,4,4
1198.511622,2258.191262,4,4
1202.409268,2261.732621,4,4
1207.66449,2265.737019,4,4
1212.46627,2269.297815,4,4
1218.712823,2272.874182,4,4
1225.872454,2276.792407,4,4
1235.112392,2280.552819,4,4
1243.33263,2283.462535,4,4
1259.190486,2288.285655,4,4
1264.250515,2289.358151,4,4
1269.204249,2289.932911,4,4
1274.468664,2290.165271,4,4
1279.526307,2290.125208,4,4
1284.629424,2289.672213,4,4
1289.018507,2289.127751,4,4
1308.182684,2285.147409,4,4
1327.184954,2280.715442,4,4
1332.935501,2278.720239,4,4
1337.645262,2276.909651,4,4
1342.114559,2274.894328,4,4
1346.198711,2272.845175,4,4
1350.49959,2270.400597,4,4
1356.4976,2266.807491,4,4
1399.927518,2238.033269,4,4
1407.066712,2232.739661,4,4
