Segment_ID;road_outer_left X;road_outer_left Y;road_outer_left Z;road_inner_left X;road_inner_left Y;road_inner_left Z;road_center X;road_center Y;road_center Z;road_inner_right X;road_inner_right Y;road_inner_right Z;road_outer_right X;road_outer_right Y;road_outer_right Z
279;-767.9645;466.4573;29.0786;-769.49;470.2111;29.1696;-770.2527;472.0879;29.2202;-771.0154;473.9648;29.2707;-772.541;477.7186;29.3718
280;-769.3549;465.8525;29.0993;-771.0449;469.5312;29.1963;-771.8898;471.3705;29.2467;-772.7347;473.2098;29.297;-774.4246;476.8885;29.3977
281;-770.7109;465.1911;29.1261;-772.5649;468.782;29.223;-773.4918;470.5773;29.2731;-774.4188;472.3727;29.3233;-776.2727;475.9635;29.4237
282;-772.0289;464.4747;29.1573;-774.0473;467.9648;29.25;-775.0565;469.7097;29.2998;-776.0657;471.4547;29.3497;-778.0841;474.9447;29.4499
283;-773.3053;463.7049;29.1859;-775.4893;467.0808;29.2769;-776.5813;468.7689;29.3265;-777.6733;470.4569;29.3761;-779.8573;473.8329;29.4763
284;-774.537;462.8779;29.2102;-776.8852;466.1299;29.3029;-778.0593;467.756;29.3527;-779.2334;469.382;29.4026;-781.5816;472.6341;29.5035
285;-775.7209;461.9902;29.2385;-778.2293;465.1116;29.3297;-779.4835;466.6723;29.3794;-780.7377;468.233;29.4291;-783.2461;471.3544;29.5394
286;-776.8541;461.0382;29.2628;-779.516;464.0254;29.3556;-780.847;465.519;29.4056;-782.178;467.0125;29.4555;-784.8399;469.9997;29.5566
287;-777.9335;460.0182;29.2848;-780.7397;462.8709;29.3816;-782.1428;464.2972;29.4317;-783.5459;465.7235;29.4819;-786.3522;468.5762;29.5823
288;-778.9566;458.9403;29.3115;-781.8989;461.654;29.408;-783.37;463.0108;29.4588;-784.8411;464.3677;29.5097;-787.7834;467.0814;29.6093
289;-779.9209;457.8142;29.344;-782.9919;460.3805;29.4347;-784.5273;461.6637;29.4881;-786.0629;462.9468;29.5415;-789.1339;465.5131;29.6418
290;-780.8241;456.6499;29.3638;-784.0175;459.0562;29.4614;-785.6142;460.2593;29.5161;-787.2109;461.4625;29.5708;-790.4043;463.8688;29.6811
291;-781.6635;455.4574;29.386;-784.9739;457.687;29.4869;-786.6292;458.8018;29.5404;-788.2844;459.9167;29.5939;-791.5949;462.1464;29.6945
292;-782.4417;454.2286;29.4119;-785.8617;456.2726;29.5125;-787.5718;457.2945;29.5636;-789.2818;458.3165;29.6146;-792.7018;460.3605;29.7145
293;-783.1608;452.9556;29.438;-786.6809;454.8124;29.5386;-788.441;455.7408;29.5889;-790.2011;456.6692;29.6392;-793.7212;458.526;29.7405
294;-783.8234;451.6305;29.468;-787.432;453.3063;29.5647;-789.2363;454.1441;29.615;-791.0406;454.982;29.6652;-794.6492;456.6577;29.7722
295;-784.4318;450.2454;29.502;-788.1151;451.7538;29.5912;-789.9568;452.5079;29.6415;-791.7986;453.2621;29.6919;-795.4819;454.7705;29.8095
296;-784.9895;448.8116;29.5235;-788.7346;450.1699;29.6181;-790.6071;450.8489;29.6702;-792.4796;451.528;29.7223;-796.2246;452.8863;29.8203
297;-785.5001;447.3406;29.5522;-789.2944;448.5695;29.6454;-791.1915;449.1839;29.6975;-793.0887;449.7984;29.7497;-796.8829;451.0273;29.8459
298;-785.967;445.8438;29.5889;-789.7988;446.9677;29.6716;-791.7146;447.5296;29.7211;-793.6304;448.0916;29.7706;-797.4621;449.2155;29.8574
299;-786.394;444.3326;29.6124;-790.2518;445.3794;29.6979;-792.1808;445.9028;29.7432;-794.1097;446.4262;29.7885;-797.9676;447.4729;29.8751
300;-786.7951;442.7897;29.6409;-790.6702;443.7825;29.725;-792.6078;444.2788;29.7671;-794.5453;444.7752;29.8092;-798.4204;445.768;29.8934
301;-787.185;441.198;29.6739;-791.0704;442.155;29.7529;-793.0131;442.6335;29.7925;-794.9558;443.112;29.832;-798.8413;444.0691;29.911
302;-787.5779;439.54;29.7087;-791.469;440.4748;29.782;-793.4146;440.9422;29.8186;-795.3601;441.4096;29.8553;-799.2512;442.3444;29.9285
303;-787.9882;437.7987;29.7459;-791.8825;438.7199;29.8127;-793.8297;439.1805;29.8461;-795.7769;439.6411;29.8794;-799.6712;440.5623;29.9477
304;-788.4115;435.9948;29.7847;-792.3072;436.9089;29.8445;-794.2551;437.366;29.8744;-796.203;437.8231;29.9043;-800.0988;438.7372;29.9742
305;-788.8436;434.1491;29.8246;-792.7395;435.0606;29.8771;-794.6874;435.5163;29.9034;-796.6353;435.972;29.9296;-800.5313;436.8835;29.9835
306;-789.2799;432.2827;29.865;-793.1754;433.1935;29.9101;-795.123;433.649;29.9327;-797.0708;434.1044;29.9552;-800.9663;435.0153;30.0003
307;-790.818;425.7065;30.0094;-794.7119;426.6179;30.0251;-796.6589;427.0736;30.033;-798.606;427.5293;30.0409;-802.5;428.4407;30.0566
308;-792.5172;418.4413;30.1718;-796.411;419.352;30.1583;-798.3579;419.8073;30.1461;-800.3049;420.2627;30.1338;-804.1988;421.1733;30.1103
309;-794.0721;411.7907;30.3072;-797.9659;412.7002;30.2599;-799.9128;413.1549;30.2361;-801.8597;413.6096;30.2123;-805.7535;414.5191;30.1648
310;-795.7155;404.7553;30.443;-799.6091;405.664;30.3741;-801.5559;406.1183;30.3396;-803.5028;406.5727;30.3052;-807.3964;407.4814;30.2363
311;-797.3712;397.663;30.5708;-801.2651;398.5703;30.4864;-803.212;399.024;30.4443;-805.1589;399.4777;30.4021;-809.0661;400.3929;30.3177
312;-799.0032;390.6689;30.6891;-802.8972;391.5764;30.5947;-804.8442;392.0301;30.5476;-806.7912;392.4838;30.5005;-810.6794;393.3881;30.4064
313;-800.5485;384.0171;30.8036;-804.4486;384.9275;30.7;-806.3958;385.3811;30.6492;-808.3429;385.8347;30.5984;-812.2371;386.7418;30.5093
314;-802.216;376.9002;30.9029;-806.1102;377.8079;30.8074;-808.0573;378.2617;30.7602;-810.0043;378.7156;30.713;-813.8985;379.6232;30.6075
315;-803.9004;369.7738;31.0215;-807.7761;370.672;30.9117;-809.723;371.1258;30.8609;-811.67;371.5796;30.8101;-815.564;372.4873;30.7094
316;-805.4084;363.232;31.1112;-809.3019;364.1412;31.01;-811.2486;364.5957;30.9593;-813.1953;365.0503;30.9087;-817.0887;365.9595;30.8175
317;-807.0693;356.1292;31.2201;-810.9633;357.0376;31.1198;-812.9103;357.4918;31.0678;-814.8572;357.9459;31.0159;-818.7511;358.8543;30.9137
318;-807.8864;352.6362;31.2844;-811.7793;353.5453;31.1812;-813.7257;353.9999;31.1255;-815.6722;354.4545;31.0699;-819.565;355.3637;30.9667
319;-808.7034;349.1444;31.3265;-812.5951;350.0542;31.2261;-814.541;350.5092;31.174;-816.4869;350.9641;31.1219;-820.3786;351.874;31.0297
320;-809.5199;345.6551;31.3902;-813.4104;346.5654;31.287;-815.3556;347.0205;31.2314;-817.3008;347.4757;31.1758;-821.1912;348.386;31.0727
321;-810.3445;342.1486;31.4416;-814.2332;343.0647;31.3315;-816.1776;343.5227;31.2797;-818.1221;343.9808;31.2278;-822.0108;344.897;31.126
322;-811.1854;338.6051;31.4836;-815.0721;339.5382;31.3823;-817.0154;340.0048;31.3316;-818.9588;340.4713;31.281;-822.8456;341.4044;31.1797
323;-812.0685;335.0506;31.5345;-815.9459;336.0377;31.4341;-817.8845;336.5312;31.3839;-819.8232;337.0248;31.3337;-823.7005;338.0118;31.2332
324;-813.0197;331.5114;31.5835;-816.8735;332.6152;31.4843;-818.8004;333.1671;31.4348;-820.7272;333.719;31.3852;-824.581;334.8229;31.286
325;-814.1239;327.9481;31.6327;-817.9269;329.2196;31.5344;-819.8284;329.8553;31.4853;-821.7299;330.4911;31.4361;-825.5328;331.7626;31.3378
326;-815.466;324.3214;31.6943;-819.1779;325.7996;31.5857;-821.0338;326.5388;31.5364;-822.8897;327.2779;31.4872;-826.6017;328.7561;31.3886
327;-817.0239;320.724;31.737;-820.6233;322.4128;31.6378;-822.423;323.2573;31.5882;-824.2227;324.1017;31.5385;-827.8221;325.7906;31.4493
328;-818.7758;317.2484;31.7896;-822.26;319.1166;31.6901;-824.0022;320.0507;31.6403;-825.7443;320.9848;31.5905;-829.2285;322.853;31.4909
329;-820.6736;313.9013;31.8535;-824.0532;315.9175;31.7423;-825.743;316.9256;31.6924;-827.4328;317.9337;31.6425;-830.8124;319.9498;31.5427
330;-822.6693;310.6891;31.9142;-825.9678;312.8219;31.796;-827.6171;313.8884;31.7451;-829.2663;314.9548;31.6943;-832.5647;317.0876;31.5943
331;-824.7401;307.5859;31.9479;-827.9778;309.8079;31.8561;-829.5967;310.9189;31.8015;-831.2156;312.0299;31.7469;-834.4534;314.2519;31.6455
332;-826.863;304.5656;31.9991;-830.0573;306.8532;31.9;-831.6544;307.997;31.8496;-833.2516;309.1409;31.7992;-836.446;311.4285;31.6964
333;-829.0219;301.6068;32.0521;-832.1841;303.9417;31.9523;-833.7651;305.1091;31.9056;-835.3463;306.2765;31.8589;-838.5085;308.6114;31.7483
334;-831.2004;298.6881;32.1164;-834.3361;301.0569;32.013;-835.9038;302.2413;31.9578;-837.4716;303.4257;31.9026;-840.6072;305.7945;31.7984
335;-833.4022;295.8037;32.1582;-836.5117;298.2001;32.0572;-838.0665;299.3983;32.0049;-839.6213;300.5965;31.9526;-842.7308;302.9928;31.8497
336;-835.6305;292.9476;32.2122;-838.7097;295.3722;32.1073;-840.2493;296.5845;32.0557;-841.7889;297.7968;32.0042;-844.8681;300.2214;31.9011
337;-837.8721;290.1057;32.2723;-840.9189;292.5589;32.1601;-842.4423;293.7855;32.1079;-843.9656;295.012;32.0557;-847.0124;297.4651;31.9524
338;-842.5002;284.4971;32.3732;-845.4913;287.0283;32.2609;-846.9868;288.2939;32.2097;-848.4824;289.5594;32.1585;-851.4735;292.0906;32.0661
339;-847.2383;279.0178;32.4645;-850.2088;281.6326;32.3639;-851.6941;282.9401;32.3136;-853.1793;284.2475;32.2633;-856.1477;286.8618;32.1627
340;-852.0659;273.6371;32.5795;-855.0299;276.331;32.4693;-856.512;277.6779;32.4192;-857.994;279.0249;32.3691;-860.958;281.7189;32.2689
341;-856.9872;268.3005;32.6752;-859.9204;271.1031;32.5745;-861.3794;272.5028;32.5241;-862.8384;273.9025;32.4738;-865.7749;276.7061;32.3731
342;-862.1599;263.1132;32.7779;-864.9984;265.9924;32.6774;-866.4177;267.4321;32.6272;-867.8371;268.8717;32.577;-870.6757;271.751;32.4765
343;-867.4191;258.0472;32.8859;-870.1693;260.9891;32.7838;-871.5444;262.4601;32.7326;-872.9195;263.931;32.6815;-875.6697;266.8729;32.5793
344;-872.832;253.1688;33.0079;-875.477;256.1746;32.8997;-876.8058;257.6786;32.8451;-878.1347;259.1826;32.7904;-880.7925;262.1906;32.6823
345;-878.2692;248.4095;33.0931;-880.8897;251.4443;33.0009;-882.2014;252.9619;32.9525;-883.5131;254.4795;32.9041;-886.1364;257.5148;32.8094
346;-883.7999;243.7355;33.1937;-886.3547;246.8397;33.0932;-887.6321;248.3917;33.043;-888.9094;249.9438;32.9927;-891.4642;253.048;32.8924
347;-889.4419;239.1856;33.2977;-891.9552;242.3503;33.1976;-893.2119;243.9326;33.1475;-894.4685;245.515;33.0975;-896.9914;248.6812;32.9975
348;-895.192;234.7158;33.4024;-897.6386;237.9594;33.3022;-898.8629;239.5814;33.2543;-900.0872;241.2033;33.2063;-902.5312;244.4465;33.1118
349;-901.0721;230.4337;33.5167;-903.4321;233.7625;33.4062;-904.6121;235.427;33.3559;-905.792;237.0914;33.3057;-908.152;240.4203;33.2053
350;-907.0229;226.2784;33.6106;-909.3419;229.6412;33.5107;-910.5013;231.3226;33.4608;-911.6609;233.004;33.4109;-913.9799;236.3668;33.311
351;-913.0449;222.2004;33.7244;-915.2893;225.6028;33.619;-916.4115;227.3041;33.5674;-917.5337;229.0053;33.5158;-919.7785;232.4078;33.4252
352;-919.1784;218.312;33.8178;-921.3016;221.766;33.7174;-922.3632;223.4929;33.6673;-923.4247;225.2199;33.6171;-925.5552;228.6746;33.5268
353;-925.4094;214.5631;33.9211;-927.4569;218.042;33.8211;-928.4802;219.7814;33.7711;-929.5035;221.5209;33.7212;-931.5502;224.9997;33.6212
354;-931.7166;210.9503;34.0344;-933.6801;214.4615;33.9247;-934.6631;216.2173;33.8749;-935.646;217.973;33.8251;-937.6118;221.4844;33.7254
355;-938.101;207.4766;34.1277;-939.9803;211.0257;34.0283;-940.9198;212.8003;33.9786;-941.8593;214.5748;33.9289;-943.738;218.1239;33.8395
356;-944.55;204.1505;34.2309;-946.3499;207.7318;34.1318;-947.2499;209.5225;34.0822;-948.1499;211.3131;34.0327;-949.9348;214.8932;33.9336
357;-951.0786;200.9539;34.3345;-952.8094;204.5658;34.2358;-953.6749;206.3717;34.1864;-954.5403;208.1776;34.137;-956.2712;211.7896;34.0382
358;-957.674;197.8779;34.4388;-959.3247;201.532;34.34;-960.15;203.359;34.2906;-960.9753;205.186;34.2411;-962.6261;208.84;34.1423
359;-964.282;195.0061;34.5444;-965.8452;198.7213;34.4436;-966.6268;200.5788;34.3939;-967.4086;202.4364;34.3443;-968.972;206.1515;34.2451
360;-965.9917;194.3071;34.5796;-967.5367;198.0387;34.4703;-968.3092;199.9045;34.4206;-969.0818;201.7703;34.371;-970.6268;205.5018;34.2717
361;-967.7014;193.6118;34.5979;-969.2274;197.3599;34.497;-969.9902;199.234;34.4473;-970.7532;201.1081;34.3976;-972.2792;204.8563;34.2983
362;-969.4108;192.9237;34.623;-970.9161;196.6888;34.5236;-971.6688;198.5714;34.4739;-972.4215;200.4539;34.4242;-973.9268;204.219;34.3248
363;-971.1198;192.2467;34.6514;-972.6023;196.0291;34.5502;-973.3435;197.9204;34.5004;-974.0848;199.8116;34.4507;-975.5671;203.5941;34.3511
364;-972.8282;191.5842;34.6863;-974.2849;195.3847;34.5766;-975.0132;197.2849;34.5278;-975.7415;199.1852;34.479;-977.1981;202.9856;34.3773
365;-974.5393;190.9363;34.7128;-975.967;194.7552;34.6033;-976.681;196.6646;34.5569;-977.395;198.574;34.5104;-978.8228;202.3928;34.4037
366;-976.2557;190.3028;34.7309;-977.6522;194.1401;34.6301;-978.3505;196.0587;34.5847;-979.0487;197.9773;34.5393;-980.4452;201.8146;34.4302
367;-977.9806;189.6836;34.7557;-979.3431;193.5391;34.6559;-980.0245;195.4668;34.6093;-980.7059;197.3946;34.5627;-982.0685;201.2501;34.4579
368;-979.7169;189.0785;34.7821;-981.0435;192.9518;34.6819;-981.7067;194.8884;34.6328;-982.37;196.8251;34.5837;-983.6967;200.6983;34.4936
369;-981.4724;188.4882;34.8084;-982.7585;192.379;34.7082;-983.4015;194.3244;34.6582;-984.0444;196.2699;34.6082;-985.3304;200.1607;34.5172
370;-983.2552;187.9133;34.8361;-984.4939;191.8217;34.7346;-985.1132;193.7758;34.6849;-985.7325;195.73;34.6352;-986.9713;199.6384;34.5443
371;-985.0728;187.3543;34.8723;-986.2554;191.2805;34.7612;-986.8467;193.2436;34.7121;-987.438;195.2067;34.6631;-988.6205;199.1328;34.5686
372;-986.9333;186.812;34.9041;-988.0487;190.7565;34.7882;-988.6063;192.7287;34.7419;-989.1639;194.7009;34.6956;-990.2791;198.6453;34.5933
373;-988.8416;186.3002;34.934;-989.8722;190.2632;34.8157;-990.3875;192.2447;34.7708;-990.9028;194.2263;34.7259;-991.9333;198.1893;34.6293
374;-990.8025;185.8324;34.948;-991.7247;189.8145;34.8422;-992.1858;191.8056;34.7964;-992.6469;193.7966;34.7505;-993.5692;197.7787;34.6547
375;-992.8208;185.4227;34.9689;-993.6047;189.4241;34.8704;-993.9967;191.4248;34.8215;-994.3887;193.4256;34.7727;-995.1727;197.427;34.6854
376;-994.9014;185.0846;35.005;-995.511;189.1057;34.9032;-995.8157;191.1163;34.8507;-996.1204;193.1268;34.7983;-996.73;197.1479;34.7173
377;-997.0114;184.8284;35.0329;-997.4192;188.8666;34.9334;-997.623;190.8857;34.8795;-997.827;192.9048;34.8256;-998.2347;196.9431;34.7326
378;-999.1179;184.6641;35.0498;-999.3055;188.7141;34.9568;-999.3993;190.739;34.904;-999.493;192.764;34.8512;-999.6805;196.814;34.752
379;-1001.1877;184.602;35.0752;-1001.1458;188.6554;34.9771;-1001.1246;190.6821;34.9266;-1001.1036;192.7088;34.8761;-1001.0616;196.7622;34.7765
380;-1003.188;184.6522;35.1004;-1002.9158;188.6979;35.0003;-1002.7797;190.7207;34.9502;-1002.6436;192.7436;34.9002;-1002.3712;196.7892;34.8
381;-1005.1517;184.82;35.1252;-1004.6503;188.8468;35.0245;-1004.3995;190.8602;34.9742;-1004.1488;192.8736;34.9238;-1003.6473;196.9003;34.8232
382;-1007.1118;185.1109;35.1499;-1006.384;189.1074;35.0488;-1006.0201;191.1057;34.9983;-1005.6562;193.104;34.9478;-1004.9283;197.1006;34.851
383;-1009.1013;185.5301;35.1752;-1008.1515;189.4851;35.0739;-1007.6765;191.4626;35.0232;-1007.2015;193.4402;34.9726;-1006.252;197.3952;34.8812
384;-1011.153;186.0831;35.2017;-1009.9874;189.9852;35.1003;-1009.4045;191.9362;35.0497;-1008.8218;193.8872;34.999;-1007.6561;197.7893;34.9076
385;-1013.2379;186.7647;35.2291;-1011.8615;190.6015;35.1278;-1011.1733;192.5199;35.0771;-1010.4852;194.4382;35.0265;-1009.1089;198.275;34.9285
386;-1015.3265;187.5697;35.257;-1013.7437;191.3279;35.1567;-1012.9523;193.2071;35.1057;-1012.1609;195.0862;35.0547;-1010.5782;198.8445;34.9536
387;-1017.3893;188.4928;35.2853;-1015.6035;192.1585;35.1906;-1014.7106;193.9914;35.137;-1013.8177;195.8242;35.0834;-1012.032;199.4899;34.9823
388;-1019.3973;189.5289;35.3144;-1017.411;193.0871;35.2224;-1016.4178;194.8661;35.1678;-1015.4247;196.6452;35.1133;-1013.4384;200.2034;35.0136
389;-1021.3358;190.6667;35.3514;-1019.1532;194.1032;35.2467;-1018.0619;195.8215;35.1965;-1016.9706;197.5398;35.1464;-1014.7878;200.9763;35.0459
390;-1023.1906;191.895;35.3689;-1020.8173;195.1966;35.2683;-1019.6307;196.8474;35.2223;-1018.4442;198.4982;35.1762;-1016.071;201.7999;35.075
391;-1024.9464;193.2025;35.3952;-1022.3905;196.3568;35.2941;-1021.1124;197.934;35.2469;-1019.8344;199.5111;35.1998;-1017.2784;202.6654;35.1029
392;-1026.5894;194.578;35.4207;-1023.8597;197.5735;35.3192;-1022.4951;199.0712;35.2695;-1021.1304;200.5689;35.2199;-1018.401;203.5643;35.1297
393;-1028.1193;196.0107;35.4451;-1025.2277;198.8403;35.3434;-1023.7819;200.2551;35.2925;-1022.3359;201.67;35.2416;-1019.4443;204.4996;35.1445
394;-1029.5367;197.4896;35.4682;-1026.4963;200.1512;35.3663;-1024.976;201.482;35.3154;-1023.4557;202.8128;35.2645;-1020.415;205.4744;35.1727
395;-1030.842;199.0039;35.4899;-1027.6678;201.4999;35.3881;-1026.0806;202.7479;35.3372;-1024.4933;203.9959;35.2863;-1021.3188;206.4919;35.1888
396;-1032.0355;200.5427;35.5101;-1028.7444;202.8802;35.4085;-1027.0989;204.0489;35.3577;-1025.4532;205.2177;35.3069;-1022.1621;207.5551;35.2054
397;-1033.1281;202.1262;35.5289;-1029.7341;204.3067;35.4277;-1028.037;205.397;35.3771;-1026.34;206.4872;35.3264;-1022.9459;208.6678;35.2294
398;-1034.1312;203.7745;35.5467;-1030.6447;205.7941;35.4458;-1028.9014;206.8039;35.3953;-1027.1582;207.8137;35.3449;-1023.6716;209.8334;35.2539
399;-1035.0559;205.5077;35.5635;-1031.4843;207.357;35.4629;-1029.6982;208.2816;35.4126;-1027.9124;209.2063;35.3622;-1024.3405;211.0555;35.2657
400;-1035.9136;207.3461;35.5796;-1032.2604;209.01;35.4808;-1030.4338;209.842;35.4297;-1028.6072;210.674;35.3786;-1024.954;212.3379;35.282
401;-1036.6932;209.2338;35.5949;-1032.9652;210.7078;35.5013;-1031.1012;211.4448;35.4477;-1029.2373;212.1818;35.3941;-1025.5093;213.6558;35.3033
402;-1037.3838;211.1153;35.6104;-1033.5905;212.405;35.5177;-1031.6938;213.0498;35.463;-1029.7972;213.6946;35.4082;-1026.004;214.9843;35.3108
403;-1037.9746;212.9349;35.6321;-1034.1281;214.0562;35.5268;-1032.2048;214.6169;35.4731;-1030.2817;215.1775;35.4194;-1026.4353;216.2988;35.3185
404;-1038.4546;214.637;35.6394;-1034.5699;215.6162;35.5315;-1032.6277;216.1057;35.4801;-1030.6854;216.5953;35.4286;-1026.8008;217.5745;35.3282
405;-1038.8506;216.2749;35.6573;-1034.9397;217.1375;35.5378;-1032.9843;217.5688;35.4871;-1031.0289;218.0001;35.4364;-1027.118;218.8627;35.336
406;-1039.1895;217.9019;35.6535;-1035.2611;218.6729;35.5454;-1033.2969;219.0583;35.494;-1031.3328;219.4438;35.4427;-1027.4045;220.2147;35.3422
407;-1039.498;219.5714;35.6573;-1035.558;220.2749;35.5552;-1033.588;220.6267;35.5016;-1031.618;220.9784;35.4479;-1027.6779;221.682;35.3472
408;-1039.8033;221.3366;35.6719;-1035.8541;221.9963;35.5616;-1033.8795;222.3262;35.507;-1031.9049;222.656;35.4523;-1027.9557;223.3157;35.3529
409;-1040.1039;223.1648;35.6715;-1036.1477;223.7987;35.5643;-1034.1697;224.1156;35.5097;-1032.1917;224.4326;35.455;-1028.2354;225.0665;35.3609
410;-1040.3988;225.0229;35.6674;-1036.4374;225.6436;35.5627;-1034.4568;225.9539;35.5097;-1032.4761;226.2643;35.4566;-1028.5146;226.885;35.3656
411;-1040.6868;226.8781;35.6661;-1036.7216;227.4926;35.5576;-1034.7389;227.7999;35.5071;-1032.7563;228.1071;35.4565;-1028.7911;228.7217;35.3631
412;-1040.967;228.6973;35.6568;-1036.9987;229.3073;35.5553;-1035.0145;229.6123;35.5054;-1033.0304;229.9173;35.4554;-1029.0623;230.5273;35.3572
413;-1041.2401;230.483;35.6531;-1037.2695;231.0897;35.5533;-1035.2842;231.3931;35.5035;-1033.299;231.6965;35.4536;-1029.3284;232.3033;35.3558
414;-1041.5072;232.2373;35.6499;-1037.535;232.8419;35.5503;-1035.5488;233.1443;35.5005;-1033.5627;233.4466;35.4507;-1029.5907;234.0513;35.361
415;-1041.7693;233.9624;35.648;-1037.7959;234.5659;35.5462;-1035.8092;234.8676;35.4965;-1033.8226;235.1694;35.4467;-1029.8494;235.7728;35.3572
416;-1042.0271;235.6608;35.6507;-1038.0532;236.2637;35.5412;-1036.0663;236.5651;35.4915;-1034.0793;236.8666;35.4418;-1030.1053;237.4695;35.3467
417;-1042.2854;237.3624;35.6369;-1038.3113;237.9651;35.5353;-1036.3242;238.2665;35.4858;-1034.337;238.5679;35.4363;-1030.3629;239.1706;35.3438
418;-1042.5487;239.0975;35.6295;-1038.5745;239.7002;35.5285;-1036.5874;240.0015;35.4793;-1034.6003;240.3029;35.4301;-1030.6262;240.9056;35.3398
419;-1042.8214;240.8961;35.6302;-1038.8475;241.4987;35.5208;-1036.8605;241.7999;35.4714;-1034.8735;242.1012;35.4219;-1030.8995;242.7037;35.3293
420;-1043.1082;242.7885;35.6131;-1039.1346;243.3904;35.5124;-1037.1478;243.6914;35.4628;-1035.161;243.9924;35.4131;-1031.1873;244.5944;35.3153
421;-1043.4056;244.7511;35.6028;-1039.4323;245.3522;35.5034;-1037.4457;245.6528;35.4538;-1035.459;245.9533;35.4041;-1031.4857;246.5544;35.3047
422;-1043.71;246.7606;35.5935;-1039.7372;247.3607;35.4941;-1037.7507;247.6607;35.4444;-1035.7643;247.9607;35.3947;-1031.7914;248.5608;35.2953
423;-1044.0179;248.7935;35.5839;-1040.0454;249.3924;35.4845;-1038.0592;249.6919;35.4348;-1036.073;249.9913;35.3851;-1032.1005;250.5902;35.2856
424;-1045.1187;256.1083;35.5667;-1041.1498;256.7082;35.4605;-1039.1653;257.0081;35.4038;-1037.1808;257.308;35.3472;-1033.2119;257.9079;35.2465
425;-1046.2107;263.273;35.5149;-1042.2452;263.8781;35.414;-1040.2626;264.1807;35.3595;-1038.2799;264.4832;35.305;-1034.3146;265.0883;35.2041
426;-1047.2422;270.0314;35.4581;-1043.2784;270.6355;35.3582;-1041.2964;270.9376;35.3082;-1039.3145;271.2397;35.2582;-1035.3505;271.8438;35.1583
427;-1048.1643;276.0217;35.4144;-1044.1888;276.62;35.3146;-1042.2069;276.9201;35.2647;-1040.2249;277.2202;35.2148;-1036.261;277.8204;35.115
428;-1049.1538;282.5479;35.3698;-1045.1792;283.1455;35.2701;-1043.1973;283.4453;35.2207;-1041.2155;283.745;35.1713;-1037.2517;284.3445;35.0807
429;-1050.3706;290.6195;35.3229;-1046.4039;291.2205;35.2288;-1044.4226;291.5214;35.1762;-1042.4413;291.8222;35.1236;-1038.4869;292.4256;35.0296
430;-1051.5184;298.2681;35.2676;-1047.5682;298.8738;35.168;-1045.5874;299.1755;35.1182;-1043.6067;299.4773;35.0684;-1039.649;300.0815;34.9689
431;-1052.5863;305.1875;35.2156;-1048.6257;305.7908;35.116;-1046.6454;306.0924;35.0685;-1044.6652;306.394;35.0209;-1040.7151;306.9995;34.9269
432;-1053.6224;311.9648;35.1667;-1049.6624;312.5673;35.0581;-1047.6824;312.8685;35.0078;-1045.7023;313.1697;34.9576;-1041.7422;313.7722;34.8582
433;-1054.7083;319.1435;35.0863;-1050.7559;319.7482;34.9867;-1048.7756;320.0496;34.937;-1046.7955;320.351;34.8872;-1042.8351;320.9538;34.7976
434;-1055.8514;326.6091;35.0082;-1051.8901;327.2134;34.9086;-1049.9095;327.5156;34.861;-1047.929;327.8178;34.8134;-1043.9677;328.4222;34.7193
435;-1056.9673;333.9152;34.9307;-1053.0051;334.5213;34.8309;-1051.024;334.8243;34.781;-1049.043;335.1274;34.731;-1045.0809;335.7334;34.6313
436;-1058.0262;340.7999;34.8583;-1054.0635;341.4068;34.7582;-1052.0822;341.7103;34.7103;-1050.1008;342.0137;34.6625;-1046.1379;342.6207;34.5779
437;-1059.054;347.4887;34.7965;-1055.0912;348.0948;34.6916;-1053.1097;348.3979;34.6438;-1051.1283;348.701;34.5959;-1047.1654;349.3071;34.5001
438;-1060.0752;354.1887;34.7095;-1056.1127;354.7925;34.6094;-1054.1315;355.0945;34.5599;-1052.1501;355.3964;34.5104;-1048.1877;356.0002;34.4191
439;-1061.127;361.0978;34.6201;-1057.1655;361.7003;34.5203;-1055.1848;362.0016;34.4705;-1053.2041;362.3028;34.4206;-1049.2428;362.9053;34.3208
440;-1062.2296;368.3058;34.5245;-1058.2699;368.9097;34.415;-1056.2899;369.2116;34.3652;-1054.3099;369.5136;34.3155;-1050.342;370.1149;34.2159
441;-1063.342;375.5551;34.3954;-1059.3835;376.161;34.2957;-1057.4043;376.4639;34.2481;-1055.425;376.7669;34.2004;-1051.4666;377.3728;34.1062
442;-1064.428;382.6307;34.266;-1060.4696;383.2371;34.1744;-1058.4905;383.5403;34.1195;-1056.5114;383.8435;34.0647;-1052.5314;384.4426;33.9631
443;-1065.4879;389.5446;34.1207;-1061.5288;390.1496;34.0186;-1059.5492;390.4521;33.9676;-1057.5697;390.7547;33.9166;-1053.6097;391.3594;33.8146
444;-1066.5566;396.5245;33.9546;-1062.5964;397.1278;33.8517;-1060.6165;397.4294;33.8002;-1058.6364;397.731;33.7488;-1054.6764;398.3342;33.6458
445;-1067.6613;403.7478;33.7612;-1063.7007;404.3499;33.663;-1061.7203;404.6509;33.6145;-1059.7401;404.9519;33.5659;-1055.7795;405.554;33.4577
446;-1068.7944;411.164;33.5546;-1064.834;411.7657;33.4433;-1062.8538;412.0666;33.3926;-1060.8735;412.3674;33.3419;-1056.9131;412.969;33.2406
