Segment_ID;road_outer_left X;road_outer_left Y;road_outer_left Z;road_inner_left X;road_inner_left Y;road_inner_left Z;road_center X;road_center Y;road_center Z;road_inner_right X;road_inner_right Y;road_inner_right Z;road_outer_right X;road_outer_right Y;road_outer_right Z
609;-1189.6201;650.9141;10.6818;-1191.1095;654.6464;10.7817;-1191.8542;656.5126;10.8317;-1192.599;658.3787;10.8817;-1194.0885;662.1111;10.9816
610;-1192.8363;649.5724;10.6976;-1194.4363;653.2699;10.7974;-1195.2363;655.1186;10.8473;-1196.0364;656.9673;10.8972;-1197.6484;660.6724;11.007
611;-1196.0616;648.1372;10.7192;-1197.7537;651.7843;10.8189;-1198.6052;653.6112;10.8688;-1199.4569;655.4382;10.9186;-1201.1603;659.0922;11.0183
612;-1199.1764;646.6205;10.746;-1200.9832;650.2169;10.8457;-1201.8866;652.015;10.8956;-1202.79;653.8132;10.9455;-1204.597;657.4096;11.0452
613;-1202.1282;645.0759;10.7771;-1204.0465;648.5949;10.8773;-1205.0055;650.3544;10.9274;-1205.9646;652.1139;10.9775;-1207.8829;655.633;11.0777
614;-1204.9816;643.4584;10.8238;-1207.0062;646.8936;10.9146;-1208.0186;648.6112;10.965;-1209.0309;650.3288;11.0154;-1211.0555;653.764;11.1162
615;-1207.8062;641.7271;10.8571;-1209.9254;645.0883;10.9586;-1210.9822;646.7673;11.0093;-1212.0389;648.4463;11.06;-1214.1648;651.8116;11.1614
616;-1210.5996;639.911;10.908;-1212.8011;643.1944;11.0098;-1213.902;644.8361;11.0617;-1215.0028;646.4778;11.1135;-1217.2043;649.7612;11.2134
617;-1213.325;638.019;10.9773;-1215.6307;641.2271;11.0701;-1216.7836;642.831;11.1254;-1217.9363;644.4349;11.1807;-1220.2418;647.6428;11.2834
618;-1216.0288;636.01;11.0346;-1218.4445;639.1459;11.136;-1219.6522;640.714;11.1875;-1220.86;642.282;11.2391;-1223.2755;645.418;11.3387
619;-1218.751;633.8389;11.1094;-1221.2723;636.9109;11.2105;-1222.5332;638.4471;11.2611;-1223.7942;639.9833;11.3116;-1226.3162;643.0556;11.4128
620;-1221.3994;631.5915;11.1916;-1224.0255;634.5982;11.2902;-1225.3384;636.1016;11.3407;-1226.6514;637.6049;11.3912;-1229.2773;640.6115;11.4922
621;-1223.8864;629.356;11.2912;-1226.6154;632.2845;11.3733;-1227.9797;633.7488;11.4234;-1229.3442;635.213;11.4735;-1232.0731;638.1414;11.5747
622;-1226.2716;627.0632;11.3606;-1229.0989;629.9049;11.4592;-1230.5123;631.3257;11.5098;-1231.9259;632.7465;11.5603;-1234.7531;635.5881;11.6615
623;-1228.6067;624.6391;11.4719;-1231.5333;627.3943;11.5534;-1232.9919;628.7694;11.6033;-1234.4507;630.1445;11.6531;-1237.368;632.8945;11.7538
624;-1230.9078;622.1223;11.5525;-1233.911;624.7769;11.6501;-1235.4125;626.1042;11.7;-1236.9139;627.4315;11.75;-1239.9167;630.0861;11.8512
625;-1233.1364;619.5207;11.6505;-1236.2239;622.0766;11.7496;-1237.7677;623.3546;11.7997;-1239.3115;624.6325;11.8498;-1242.399;627.1885;11.968
626;-1235.2606;616.8702;11.753;-1238.436;619.3222;11.8514;-1240.0237;620.5482;11.8997;-1241.6115;621.7742;11.948;-1244.7733;624.2188;12.0482
627;-1237.2401;614.2019;11.8679;-1240.5109;616.5427;11.9569;-1242.1462;617.713;12.0019;-1243.7817;618.8834;12.0469;-1247.0525;621.2241;12.1451
628;-1239.1139;611.4782;11.9471;-1242.476;613.7093;12.0464;-1244.157;614.8248;12.0951;-1245.838;615.9403;12.1438;-1249.1986;618.1706;12.2435
629;-1240.9062;608.6542;12.0424;-1244.3584;610.7938;12.1425;-1246.0773;611.8596;12.1925;-1247.7961;612.9255;12.2425;-1251.2336;615.0573;12.3425
630;-1242.6484;605.779;12.1412;-1246.1484;607.8128;12.2415;-1247.8983;608.8297;12.2916;-1249.6483;609.8465;12.3418;-1253.1482;611.8803;12.4521
631;-1244.2849;602.8552;12.2406;-1247.8368;604.7833;12.341;-1249.6122;605.7471;12.3912;-1251.3876;606.7108;12.4414;-1254.9384;608.6383;12.5518
632;-1245.8326;599.8669;12.3411;-1249.4385;601.6876;12.4414;-1251.2363;602.5952;12.4915;-1253.0342;603.5029;12.5417;-1256.6296;605.3182;12.642
633;-1247.3304;596.8089;12.4455;-1250.9695;598.5082;12.5431;-1252.7891;599.3578;12.593;-1254.6086;600.2073;12.6429;-1258.2635;601.9147;12.7428
634;-1248.7289;593.6886;12.5558;-1252.4114;595.2692;12.6461;-1254.2527;596.0596;12.6953;-1256.0941;596.8499;12.7445;-1259.7788;598.4316;12.8439
635;-1250.0193;590.5343;12.6498;-1253.7469;591.9952;12.7467;-1255.6107;592.7257;12.7963;-1257.4745;593.4562;12.8459;-1261.2021;594.9171;12.9451
636;-1251.1996;587.3593;12.7483;-1254.9734;588.6971;12.8477;-1256.8602;589.366;12.8973;-1258.7471;590.0349;12.947;-1262.5208;591.3727;13.0463
637;-1252.2677;584.1769;12.8481;-1256.0887;585.3858;12.9479;-1257.9991;585.9902;12.9978;-1259.9095;586.5947;13.0477;-1263.7261;587.8014;13.1475
638;-1253.2203;580.9783;12.9473;-1257.0858;582.0555;13.0477;-1259.0187;582.5941;13.0979;-1260.9515;583.1328;13.1481;-1264.817;584.21;13.2485
639;-1254.0543;577.7549;13.0564;-1257.9583;578.7006;13.1473;-1259.9102;579.1735;13.1977;-1261.8622;579.6463;13.2481;-1265.766;580.592;13.3489
640;-1254.7844;574.486;13.1459;-1258.7186;575.3047;13.2469;-1260.6858;575.7141;13.2974;-1262.653;576.1235;13.348;-1266.587;576.9423;13.449
641;-1255.4215;571.1489;13.2461;-1259.3799;571.8515;13.347;-1261.3573;572.2019;13.3975;-1263.3346;572.5524;13.448;-1267.2893;573.2533;13.5489
642;-1255.9713;567.7783;13.3461;-1259.9399;568.3648;13.447;-1261.9242;568.6581;13.4975;-1263.9084;568.9514;13.548;-1267.8771;569.538;13.6489
643;-1256.4172;564.3981;13.4449;-1260.3966;564.8684;13.5463;-1262.3862;565.1036;13.597;-1264.3759;565.3389;13.6477;-1268.3551;565.8093;13.7491
644;-1256.7627;561.0191;13.5519;-1260.7498;561.3702;13.6447;-1262.7434;561.5458;13.697;-1264.7369;561.7214;13.7492;-1268.7334;562.0768;13.8503
645;-1257.0067;557.6503;13.6369;-1260.9993;557.8779;13.7433;-1262.9957;557.9917;13.8005;-1264.9921;558.1055;13.8578;-1268.9847;558.333;13.9647
646;-1257.1429;554.2949;13.7316;-1261.139;554.3931;13.8394;-1263.137;554.4421;13.8942;-1265.1349;554.4912;13.949;-1269.131;554.5895;14.065
647;-1257.165;550.9556;13.8281;-1261.162;550.9173;13.9363;-1263.1604;550.8981;13.9903;-1265.1588;550.8789;14.0444;-1269.1556;550.8405;14.154
648;-1257.0765;547.6009;13.9269;-1261.0726;547.4337;14.0336;-1263.0706;547.3501;14.087;-1265.0685;547.2666;14.1404;-1269.0645;547.0995;14.2471
649;-1256.881;544.1984;14.0286;-1260.8749;543.9255;14.1323;-1262.8718;543.789;14.1842;-1264.8689;543.6525;14.2361;-1268.8661;543.3811;14.3399
650;-1256.62;540.7552;14.1313;-1260.5953;540.3977;14.232;-1262.5909;540.2224;14.2824;-1264.5865;540.0471;14.3328;-1268.5858;539.6999;14.4335
651;-1256.2712;537.2501;14.2331;-1260.26;536.8554;14.3323;-1262.2543;536.658;14.3819;-1264.2487;536.4606;14.4315;-1268.2373;536.066;14.5306
652;-1255.907;533.7215;14.3342;-1259.8938;533.3067;14.4327;-1261.8871;533.0993;14.4819;-1263.8805;532.8919;14.5311;-1267.8676;532.4773;14.6296
653;-1255.5356;530.1804;14.4345;-1259.5215;529.76;14.5326;-1261.5144;529.5498;14.5816;-1263.5073;529.3395;14.6306;-1267.493;528.919;14.7287
654;-1255.1606;526.633;14.5444;-1259.1461;526.2141;14.6323;-1261.1388;526.0046;14.6812;-1263.1316;525.7952;14.7301;-1267.1119;525.3742;14.8379
655;-1254.412;519.5423;14.7317;-1258.3965;519.1269;14.8313;-1260.3888;518.9192;14.8852;-1262.381;518.7115;14.9391;-1266.3656;518.2961;15.0477
656;-1253.6527;512.4421;14.9493;-1257.646;512.0273;15.0302;-1259.6373;511.8177;15.0798;-1261.6285;511.6081;15.1293;-1265.6115;511.189;15.2293
657;-1252.9091;505.298;15.1309;-1256.8907;504.8815;15.2313;-1258.8813;504.6733;15.282;-1260.8721;504.4651;15.3328;-1264.8536;504.0486;15.4524
658;-1252.1842;498.4295;15.3368;-1256.1642;498.0118;15.4314;-1258.1542;497.8029;15.4793;-1260.144;497.5941;15.5272;-1264.1241;497.1764;15.6374
659;-1251.425;491.2397;15.5514;-1255.4034;490.822;15.632;-1257.3928;490.6131;15.6814;-1259.3821;490.4042;15.7308;-1263.3608;489.9865;15.8305
660;-1250.6678;484.0596;15.7357;-1254.6439;483.6422;15.8441;-1256.6326;483.4337;15.8892;-1258.6212;483.2253;15.9344;-1262.592;482.806;16.0327
661;-1249.8929;476.9481;15.9343;-1253.8925;476.5399;16.0379;-1255.8802;476.3315;16.0902;-1257.8682;476.123;16.1425;-1261.8441;475.7061;16.2462
662;-1249.1782;469.9657;16.1386;-1253.1525;469.5483;16.2282;-1255.1395;469.3396;16.278;-1257.1267;469.131;16.3278;-1261.101;468.7136;16.4273
663;-1248.4473;462.855;16.3269;-1252.3993;462.4316;16.4275;-1254.3856;462.2235;16.4801;-1256.3719;462.0154;16.5327;-1260.3417;461.5981;16.6488
664;-1247.6722;455.7055;16.537;-1251.6436;455.2894;16.6344;-1253.629;455.0813;16.6926;-1255.6146;454.8733;16.7508;-1259.5857;454.4572;16.8381
665;-1246.9292;448.6899;16.7255;-1250.899;448.2685;16.8281;-1252.884;448.0577;16.8794;-1254.8691;447.847;16.9308;-1258.839;447.4255;17.0433
666;-1246.1663;441.648;16.9282;-1250.1418;441.217;17.0302;-1252.1287;441.0012;17.0812;-1254.1155;440.7854;17.1322;-1258.0892;440.3539;17.2442
667;-1245.3783;434.5255;17.1453;-1249.3597;434.0808;17.2358;-1251.3505;433.8585;17.2865;-1253.3413;433.6362;17.3372;-1257.3262;433.1927;17.4467
668;-1244.5669;427.4443;17.3505;-1248.5536;426.9782;17.4497;-1250.5469;426.7451;17.4948;-1252.54;426.5121;17.5399;-1256.5349;426.0485;17.6483
669;-1243.7214;420.4642;17.5398;-1247.6989;419.9617;17.6392;-1249.6899;419.7112;17.6889;-1251.6812;419.4608;17.7386;-1255.6635;418.9598;17.848
670;-1242.7947;413.473;17.7372;-1246.7618;412.9301;17.8379;-1248.7452;412.6586;17.8882;-1250.7288;412.3871;17.9386;-1254.6859;411.8414;18.0393
671;-1241.7905;406.4948;17.9352;-1245.7397;405.9032;18.0374;-1247.7145;405.6075;18.0884;-1249.6892;405.3118;18.1395;-1253.6288;404.7175;18.2416
672;-1240.7068;399.5391;18.1352;-1244.6307;398.8902;18.2383;-1246.5992;398.5676;18.2898;-1248.5677;398.245;18.3414;-1252.5049;397.5998;18.4445
673;-1239.5028;392.5853;18.3365;-1243.4336;391.8893;18.44;-1245.399;391.5413;18.4918;-1247.3644;391.1932;18.5436;-1251.2952;390.4971;18.6472
674;-1238.2086;385.6385;18.5381;-1242.1525;384.901;18.6418;-1244.1156;384.5299;18.6936;-1246.0787;384.1589;18.7455;-1250.0269;383.4224;18.8492
675;-1236.8715;378.7139;18.7493;-1240.7885;377.9285;18.8475;-1242.7469;377.5358;18.8971;-1244.7054;377.1431;18.9467;-1248.6104;376.3546;19.0505
676;-1235.4392;371.8025;18.9401;-1239.3396;370.9737;19.0436;-1241.2898;370.5592;19.0955;-1243.24;370.1448;19.1473;-1247.1404;369.3159;19.2509
677;-1233.9382;364.9099;19.1404;-1237.8112;364.0356;19.2482;-1239.7529;363.5996;19.3026;-1241.6948;363.1637;19.357;-1245.5743;362.2908;19.4603
678;-1232.3358;358.0335;19.3404;-1236.2047;357.1168;19.4432;-1238.1392;356.6584;19.4946;-1240.0736;356.2;19.546;-1243.9424;355.2833;19.6487
679;-1230.6624;351.1843;19.5401;-1234.5184;350.2181;19.6421;-1236.4463;349.735;19.6931;-1238.3743;349.2519;19.7441;-1242.2303;348.2857;19.8461
680;-1228.9169;344.357;19.7396;-1232.7545;343.3371;19.8407;-1234.6815;342.8289;19.8934;-1236.6086;342.3207;19.9461;-1240.4628;341.3043;20.0625
681;-1227.0553;337.542;19.9536;-1230.9113;336.4767;20.0491;-1232.8391;335.944;20.0963;-1234.7671;335.4113;20.1434;-1238.6229;334.346;20.2389
682;-1225.1333;330.7561;20.1486;-1228.9821;329.6419;20.238;-1230.9064;329.0848;20.2877;-1232.8307;328.5278;20.3374;-1236.6794;327.4137;20.4468
683;-1223.1229;324.0002;20.3477;-1226.9585;322.835;20.4387;-1228.8763;322.2524;20.4933;-1230.7942;321.6698;20.5479;-1234.6298;320.5047;20.639
684;-1221.0264;317.2605;20.5474;-1224.8456;316.0511;20.6394;-1226.7552;315.4464;20.6945;-1228.6649;314.8417;20.7496;-1232.4843;313.6323;20.8516
685;-1218.8542;310.539;20.7369;-1222.6542;309.2927;20.8383;-1224.5542;308.6695;20.8912;-1226.4543;308.0463;20.9442;-1230.2544;306.7999;21.0511
686;-1216.5865;303.8495;20.9333;-1220.3901;302.5612;21.0435;-1222.2797;301.915;21.0941;-1224.1692;301.2689;21.1447;-1227.9554;299.9777;21.2369
687;-1214.2745;297.1661;21.1202;-1218.0428;295.8281;21.2207;-1219.927;295.1591;21.2709;-1221.8112;294.4901;21.3212;-1225.5598;293.1492;21.4217
688;-1211.8545;290.4765;21.3001;-1215.6235;289.0932;21.4087;-1217.5079;288.4016;21.4539;-1219.3925;287.71;21.4992;-1223.1786;286.3292;21.5978
689;-1209.4441;284.0252;21.4593;-1213.1985;282.5873;21.5581;-1215.0815;281.8692;21.6075;-1216.9646;281.1511;21.6569;-1220.7306;279.7149;21.7558
690;-1206.8542;277.352;21.6126;-1210.6147;275.883;21.7108;-1212.4951;275.1485;21.7599;-1214.3755;274.414;21.809;-1218.151;272.9468;21.9072
691;-1204.2549;270.8132;21.7521;-1207.9952;269.3011;21.8506;-1209.8655;268.5451;21.9002;-1211.7357;267.7891;21.9499;-1215.476;266.277;22.0575
692;-1201.5691;264.3135;21.8784;-1205.2787;262.7558;21.9776;-1207.1335;261.977;22.0272;-1208.9884;261.1981;22.0768;-1212.698;259.6404;22.1759
693;-1198.7855;257.7979;22.01;-1202.4633;256.2008;22.1062;-1204.3021;255.4023;22.1578;-1206.141;254.6038;22.2095;-1209.8258;253.0075;22.2957
694;-1195.9272;251.3201;22.1133;-1199.576;249.6846;22.2035;-1201.4004;248.8668;22.2535;-1203.2249;248.049;22.3035;-1206.8735;246.4135;22.4135
695;-1192.9865;244.8802;22.2011;-1196.6105;243.2031;22.3013;-1198.4226;242.3645;22.3514;-1200.2347;241.5259;22.4015;-1203.8586;239.8487;22.5018
696;-1189.9718;238.4795;22.2895;-1193.5754;236.7548;22.3896;-1195.3772;235.8925;22.442;-1197.179;235.0301;22.4943;-1200.7823;233.3054;22.6
697;-1186.8984;232.1709;22.3757;-1190.4858;230.392;22.4703;-1192.2795;229.5026;22.5182;-1194.0732;228.6132;22.566;-1197.6606;226.8343;22.6661
698;-1183.7295;225.8792;22.4392;-1187.3062;224.0558;22.5335;-1189.0946;223.1441;22.5835;-1190.8831;222.2324;22.6334;-1194.4561;220.4088;22.7389
699;-1180.475;219.6007;22.4913;-1184.0511;217.742;22.5809;-1185.8319;216.8122;22.6307;-1187.6128;215.8824;22.6806;-1191.1573;214.0219;22.7803
700;-1177.2024;213.406;22.5304;-1180.7336;211.4993;22.6202;-1182.4991;210.546;22.6701;-1184.2648;209.5926;22.7201;-1187.7961;207.686;22.8199
701;-1173.8;207.2148;22.5468;-1177.3005;205.2654;22.6471;-1179.0507;204.2907;22.6973;-1180.8009;203.316;22.7475;-1184.3011;201.3667;22.8479
702;-1170.3062;201.0238;22.5741;-1173.78;199.0364;22.666;-1175.517;198.0427;22.7183;-1177.2539;197.049;22.7705;-1180.7336;195.0617;22.887
703;-1166.7708;194.9262;22.5726;-1170.219;192.8921;22.6735;-1171.943;191.8751;22.724;-1173.6671;190.858;22.7745;-1177.1154;188.8239;22.8755
704;-1163.1672;188.9431;22.5668;-1166.6001;186.8542;22.6672;-1168.3138;185.8096;22.7174;-1170.0277;184.7651;22.7676;-1173.4552;182.676;22.8681
705;-1159.4637;182.9276;22.5678;-1162.8828;180.7938;22.6489;-1164.5922;179.7269;22.6985;-1166.3016;178.66;22.7482;-1169.717;176.5262;22.8584
706;-1155.6936;176.9268;22.5184;-1159.1061;174.7604;22.6279;-1160.8124;173.6772;22.6735;-1162.5186;172.594;22.7191;-1165.9312;170.4276;22.8286
707;-1151.8567;170.9333;22.4774;-1155.2563;168.7428;22.5871;-1156.9565;167.6476;22.6329;-1158.6567;166.5523;22.6786;-1162.0605;164.3618;22.7784
708;-1147.9692;164.9602;22.4273;-1151.3495;162.7464;22.5281;-1153.0397;161.6395;22.5785;-1154.7297;160.5326;22.6289;-1158.1101;158.3187;22.7297
709;-1144.053;159.0442;22.3709;-1147.4016;156.7953;22.4717;-1149.0759;155.6709;22.5221;-1150.7504;154.5464;22.5725;-1154.0804;152.2981;22.6732
710;-1140.1292;153.3038;22.314;-1143.429;150.9927;22.4052;-1145.0787;149.8371;22.455;-1146.7286;148.6815;22.5047;-1150.0284;146.3704;22.6051
711;-1136.0671;147.6314;22.2196;-1139.3225;145.2604;22.3197;-1140.9502;144.0749;22.3697;-1142.5779;142.8894;22.4197;-1145.833;140.5184;22.5198
712;-1131.8524;141.9024;22.123;-1135.0826;139.4993;22.223;-1136.6979;138.2978;22.2731;-1138.3131;137.0962;22.3231;-1141.5435;134.6931;22.4232
713;-1127.5931;136.2244;22.028;-1130.797;133.7929;22.1225;-1132.3989;132.5772;22.1704;-1134.0009;131.3615;22.2182;-1137.1989;128.9303;22.3184
714;-1123.3134;130.6607;21.9024;-1126.4789;128.1916;22.0023;-1128.0616;126.957;22.0523;-1129.6443;125.7225;22.1023;-1132.8098;123.2534;22.2023
715;-1118.9449;125.1136;21.7736;-1122.0835;122.6155;21.8736;-1123.6527;121.3665;21.9237;-1125.222;120.1174;21.9738;-1128.3604;117.6193;22.0839
716;-1114.5273;119.6124;21.6437;-1117.6421;117.0827;21.7384;-1119.1993;115.8178;21.7863;-1120.7567;114.553;21.8343;-1123.8539;112.0248;21.9345
717;-1110.0631;114.1867;21.4862;-1113.1479;111.6132;21.592;-1114.6892;110.3265;21.6421;-1116.2305;109.0399;21.6922;-1119.3131;106.4666;21.7868
718;-1105.4945;108.7625;21.3205;-1108.5544;106.1569;21.4266;-1110.0844;104.854;21.4741;-1111.6143;103.5512;21.5216;-1114.6742;100.9455;21.6277
719;-1100.8611;103.3686;21.1524;-1103.8969;100.7325;21.2525;-1105.4148;99.4145;21.2983;-1106.9327;98.0964;21.3442;-1109.9685;95.4604;21.4442
720;-1096.2218;98.1039;20.9698;-1099.2094;95.419;21.0646;-1100.7031;94.0765;21.1176;-1102.1969;92.7341;21.1705;-1105.1844;90.0492;21.2708
721;-1091.4984;92.9381;20.7663;-1094.4315;90.2013;20.8659;-1095.8979;88.8328;20.9162;-1097.3645;87.4644;20.9665;-1100.2975;84.7275;21.0752
722;-1086.62;87.7635;20.5609;-1089.5276;84.9985;20.6607;-1090.9814;83.616;20.7106;-1092.4352;82.2336;20.7606;-1095.3427;79.4686;20.8622
723;-1085.4049;86.5034;20.509;-1088.3025;83.7252;20.6087;-1089.7513;82.3361;20.6586;-1091.2001;80.9471;20.7084;-1094.0977;78.1689;20.8181
724;-1084.1909;85.2457;20.4592;-1087.0774;82.4538;20.5587;-1088.5208;81.0579;20.6074;-1089.9641;79.6619;20.6562;-1092.8506;76.8701;20.7575
725;-1082.9789;83.9927;20.4156;-1085.8525;81.1861;20.5117;-1087.2894;79.7828;20.5587;-1088.7263;78.3795;20.6056;-1091.6;75.573;20.703
726;-1081.7697;82.7468;20.3641;-1084.6278;79.924;20.4621;-1086.0568;78.5126;20.5101;-1087.4858;77.1012;20.5581;-1090.3439;74.2785;20.6501
727;-1080.5645;81.5104;20.3037;-1083.403;78.6694;20.4067;-1084.8224;77.2489;20.4571;-1086.2418;75.8284;20.5076;-1089.0804;72.9874;20.5968
728;-1079.3728;80.3105;20.2496;-1082.1726;77.4391;20.3485;-1083.5725;76.0034;20.3994;-1084.9724;74.5678;20.4504;-1087.7723;71.6965;20.5417
729;-1078.2043;79.1738;20.1991;-1080.9303;76.25;20.2931;-1082.2931;74.788;20.3409;-1083.656;73.3261;20.3888;-1086.3818;70.4022;20.4909
730;-1077.0691;78.1275;20.1503;-1079.67;75.1187;20.2393;-1080.9705;73.6144;20.2838;-1082.271;72.11;20.3283;-1084.8719;69.1012;20.4273
731;-1075.9764;77.1984;20.1036;-1078.3859;74.0623;20.185;-1079.5906;72.4942;20.2257;-1080.7954;70.9262;20.2664;-1083.205;67.7902;20.3578
732;-1074.9038;76.386;20.0585;-1077.0685;73.0976;20.1301;-1078.1506;71.4534;20.1659;-1079.2329;69.8092;20.2017;-1081.3973;66.5208;20.2736
733;-1073.8293;75.6898;20.0141;-1075.7083;72.2415;20.0743;-1076.6477;70.5173;20.1044;-1077.587;68.7931;20.1345;-1079.4659;65.3448;20.1948
734;-1072.7305;75.1092;19.9699;-1074.2961;71.5109;20.0175;-1075.0787;69.7117;20.0413;-1075.8615;67.9125;20.0651;-1077.427;64.3141;20.1227
735;-1071.585;74.6438;19.925;-1072.8223;70.9227;19.9595;-1073.4409;69.0621;19.9767;-1074.0596;67.2015;19.9939;-1075.2969;63.4804;20.0286
736;-1070.4038;74.2931;19.88;-1071.3007;70.479;19.9007;-1071.7491;68.5719;19.9111;-1072.1976;66.6648;19.9215;-1073.0945;62.8507;19.9522
737;-1069.1978;74.0568;19.8406;-1069.7448;70.1818;19.8419;-1070.0182;68.2443;19.8451;-1070.2917;66.3069;19.8483;-1070.8385;62.4319;19.855
738;-1067.9783;73.9343;19.8017;-1068.1681;70.0332;19.7834;-1068.2631;68.0827;19.7792;-1068.358;66.1322;19.775;-1068.5479;62.2311;19.7667
739;-1066.7561;73.9254;19.7546;-1066.5844;70.0353;19.7287;-1066.4985;68.0903;19.7154;-1066.4127;66.1453;19.7021;-1066.2408;62.2552;19.6785
740;-1065.5254;74.0294;19.7092;-1065.0038;70.1765;19.6775;-1064.743;68.25;19.6545;-1064.4823;66.3236;19.6316;-1063.9608;62.4707;19.5923
741;-1064.2803;74.2459;19.6699;-1063.4369;70.4452;19.626;-1063.0151;68.5449;19.5952;-1062.5935;66.6446;19.5644;-1061.592;62.8815;19.5048
742;-1063.0149;74.5742;19.6384;-1061.8938;70.83;19.5728;-1061.3331;68.9579;19.5367;-1060.7726;67.0858;19.5006;-1059.6515;63.3415;19.4352
743;-1061.7235;75.014;19.6105;-1060.3849;71.3192;19.5207;-1059.7157;69.4718;19.482;-1059.0464;67.6245;19.4432;-1057.7079;63.9298;19.37
744;-1060.3936;75.5505;19.5754;-1058.8907;71.8978;19.4745;-1058.1393;70.0714;19.4332;-1057.3879;68.245;19.3919;-1055.8849;64.5922;19.3166
745;-1059.0134;76.1694;19.5365;-1057.3917;72.5504;19.4319;-1056.5808;70.7409;19.3886;-1055.77;68.9314;19.3452;-1054.1483;65.3125;19.267
746;-1057.5704;76.856;19.4949;-1055.868;73.262;19.391;-1055.017;71.465;19.3458;-1054.1659;69.668;19.3006;-1052.4637;66.0741;19.2163
747;-1056.0525;77.5958;19.4546;-1054.3005;74.0174;19.3516;-1053.4246;72.2282;19.3051;-1052.5486;70.439;19.2585;-1050.7968;66.8606;19.1671
748;-1054.4786;78.3755;19.4094;-1052.7003;74.8056;19.3132;-1051.811;73.0206;19.2662;-1050.9219;71.2356;19.2191;-1049.1436;67.6657;19.125
749;-1052.8678;79.1819;19.3724;-1051.0787;75.6156;19.2762;-1050.1842;73.8324;19.2289;-1049.2897;72.0493;19.1817;-1047.5007;68.4829;19.0871
750;-1051.2386;80.0016;19.342;-1049.4473;76.4364;19.2408;-1048.5515;74.6538;19.1934;-1047.6558;72.8712;19.1459;-1045.8641;69.306;19.0514
751;-1049.6106;80.8216;19.3107;-1047.8171;77.2572;19.2072;-1046.9204;75.475;19.1595;-1046.0238;73.6928;19.1118;-1044.2305;70.1285;19.0173
752;-1047.9832;81.6416;19.2746;-1046.1884;78.0779;19.1735;-1045.2909;76.2961;19.1261;-1044.3936;74.5142;19.0787;-1042.5988;70.9505;18.9843
753;-1046.356;82.4617;19.2368;-1044.5599;78.8985;19.1408;-1043.662;77.117;19.0936;-1042.764;75.3354;19.0464;-1040.9681;71.7722;18.9521
754;-1044.729;83.2818;19.203;-1042.9321;79.7192;19.1088;-1042.0337;77.9378;19.0617;-1041.1353;76.1565;19.0145;-1039.3385;72.5938;18.9203
755;-1038.252;86.5472;19.1021;-1036.4583;82.9832;19.0074;-1035.5614;81.2012;18.9605;-1034.6646;79.4192;18.9136;-1032.8708;75.8551;18.8279
756;-1032.2701;89.5541;19.0528;-1030.494;85.9891;18.9553;-1029.5963;84.2079;18.9066;-1028.6986;82.4267;18.8578;-1026.9032;78.8644;18.7604
757;-1025.7262;92.8605;19.0386;-1023.9303;89.2985;18.9306;-1023.0323;87.5176;18.8857;-1022.1344;85.7366;18.8407;-1020.3384;82.1746;18.7327
758;-1019.3431;96.0786;19.0351;-1017.5472;92.5168;18.936;-1016.6492;90.7359;18.8866;-1015.7512;88.955;18.8371;-1013.9636;85.3918;18.7479
759;-1012.9701;99.2882;19.0737;-1011.1804;95.7259;18.9896;-1010.2826;93.9452;18.939;-1009.3848;92.1644;18.8884;-1007.5891;88.6029;18.7842
760;-1006.6331;102.4834;19.1454;-1004.8373;98.9228;19.0488;-1003.9393;97.1425;19.0006;-1003.0415;95.3621;18.9523;-1001.2458;91.8015;18.8557
761;-1000.3438;105.6534;19.2693;-998.5468;102.0938;19.1627;-997.6483;100.3139;19.1134;-996.75;98.5341;19.0642;-994.9531;94.9745;18.9666
762;-993.9512;108.8759;19.409;-992.1531;105.3163;19.3104;-991.2549;103.5363;19.261;-990.3568;101.7564;19.2117;-988.5605;98.1966;19.123
763;-987.5291;112.1112;19.5826;-985.7336;108.5514;19.4886;-984.8361;106.7715;19.4361;-983.9384;104.9916;19.3837;-982.1432;101.4318;19.2798
764;-981.118;115.3411;19.7594;-979.3219;111.7834;19.6592;-978.4238;110.0045;19.609;-977.5258;108.2256;19.5589;-975.7296;104.6679;19.4586
765;-974.6946;118.5768;19.9471;-972.8994;115.0211;19.8461;-972.0018;113.2432;19.7956;-971.1042;111.4653;19.7452;-969.309;107.9096;19.6442
766;-971.5103;120.178;20.0376;-969.7228;116.619;19.9385;-968.8291;114.8394;19.887;-967.9355;113.0599;19.8356;-966.1479;109.5009;19.7346
767;-968.3186;121.7705;20.127;-966.5461;118.2028;20.0351;-965.6599;116.4189;19.9802;-964.7738;114.6351;19.9252;-963.0013;111.0673;19.8233
768;-965.1123;123.3458;20.2105;-963.3693;119.7585;20.1119;-962.4978;117.9649;20.0606;-961.6263;116.1713;20.0093;-959.8833;112.5841;19.9086
769;-961.8558;124.8968;20.303;-960.162;121.2772;20.1911;-959.3151;119.4673;20.141;-958.4681;117.6575;20.0909;-956.7742;114.0379;19.9906
770;-958.5133;126.4166;20.3888;-956.8938;122.7496;20.2699;-956.084;120.9161;20.2195;-955.2743;119.0827;20.1691;-953.6545;115.4157;20.0693
771;-955.0897;127.8741;20.4444;-953.5675;124.1553;20.3434;-952.8064;122.2959;20.2937;-952.0454;120.4364;20.244;-950.5233;116.7176;20.1445
