x_m;y_m;w_tr_right_m;w_tr_left_m;z_m
-348.92054660;543.45813000;6.00000000;6.00000000;-4.60000000
-346.77398680;542.23036000;6.00000000;6.00000000;-4.60000000
-344.62742670;541.00259000;6.00000000;6.00000000;-4.50000000
-342.48086640;539.77481000;6.00000000;6.00000000;-4.50000000
-340.33430580;538.54704000;6.00000000;6.00000000;-4.40000000
-338.18774490;537.31926000;6.00000000;6.00000000;-4.40000000
-336.04118380;536.09148000;6.00000000;6.00000000;-4.30000000
-333.89462300;534.86355000;6.00000000;6.00000000;-4.20000000
-331.74806140;533.63577000;6.00000000;6.00000000;-4.20000000
-329.84916460;531.97882000;6.00000000;6.00000000;-4.10000000
-328.37624640;529.58382000;6.00000000;6.00000000;-4.00000000
-326.90332940;527.18866000;6.00000000;6.00000000;-3.90000000
-325.43041310;524.79351000;6.00000000;6.00000000;-3.80000000
-323.95749700;522.39850000;6.00000000;6.00000000;-3.70000000
-322.48458210;520.00334000;6.00000000;6.00000000;-3.60000000
-321.01166800;517.60819000;6.00000000;6.00000000;-3.50000000
-319.53875410;515.21318000;6.00000000;6.00000000;-3.40000000
-318.06584140;512.81802000;6.00000000;6.00000000;-3.30000000
-316.59292940;510.42286000;6.00000000;6.00000000;-3.20000000
-315.12001810;508.02770000;6.00000000;6.00000000;-3.10000000
-313.64666910;505.63269000;6.00000000;6.00000000;-3.00000000
-312.17419720;503.23752000;6.00000000;6.00000000;-2.90000000
-310.70128810;500.84236000;6.00000000;6.00000000;-2.80000000
-309.22837920;498.44735000;6.00000000;6.00000000;-2.80000000
-307.75547150;496.05218000;6.00000000;6.00000000;-2.70000000
-306.28256460;493.65702000;6.00000000;6.00000000;-2.60000000
-304.80948880;491.26185000;6.00000000;6.00000000;-2.60000000
-303.33662640;488.86683000;6.00000000;6.00000000;-2.60000000
-301.86384750;486.47167000;6.00000000;6.00000000;-2.60000000
-300.39090370;484.07650000;6.00000000;6.00000000;-2.60000000
-298.91804300;481.68133000;6.00000000;6.00000000;-2.60000000
-297.44513690;479.28631000;6.00000000;6.00000000;-2.60000000
-295.97223500;476.89114000;6.00000000;6.00000000;-2.50000000
-294.49933380;474.49596000;6.00000000;6.00000000;-2.50000000
-293.02388080;472.10356000;6.00000000;6.00000000;-2.50000000
-291.53716810;469.72331000;6.00000000;6.00000000;-2.40000000
-290.05045610;467.34306000;6.00000000;6.00000000;-2.40000000
-288.56374480;464.96281000;6.00000000;6.00000000;-2.40000000
-287.07703420;462.58256000;6.00000000;6.00000000;-2.30000000
-285.59032480;460.20215000;6.00000000;6.00000000;-2.20000000
-284.10361560;457.82190000;6.00000000;6.00000000;-2.20000000
-282.61690710;455.44165000;6.00000000;6.00000000;-2.10000000
-281.13019940;453.06139000;6.00000000;6.00000000;-2.10000000
-279.64349230;450.68114000;6.00000000;6.00000000;-2.00000000
-278.15713430;448.30088000;6.00000000;6.00000000;-2.00000000
-276.37279440;446.32803000;6.00000000;6.00000000;-1.90000000
-274.56513430;444.38998000;6.00000000;6.00000000;-1.90000000
-273.14727420;441.93818000;6.00000000;6.00000000;-1.80000000
-271.72907980;439.48623000;6.00000000;6.00000000;-1.80000000
-270.31093560;437.03442000;6.00000000;6.00000000;-1.70000000
-268.89313430;434.58247000;6.00000000;6.00000000;-1.70000000
-267.47437290;432.13066000;6.00000000;6.00000000;-1.60000000
-266.05613430;429.67886000;6.00000000;6.00000000;-1.50000000
-264.63811800;427.22690000;6.00000000;6.00000000;-1.50000000
-263.21992780;424.77509000;6.00000000;6.00000000;-1.40000000
-261.80173840;422.32328000;6.00000000;6.00000000;-1.30000000
-260.38355020;419.87132000;6.00000000;6.00000000;-1.20000000
-258.96536240;417.41951000;6.00000000;6.00000000;-1.10000000
-257.52920540;414.98694000;6.00000000;6.00000000;-1.10000000
-255.98558740;412.67053000;6.00000000;6.00000000;-1.00000000
-254.44197050;410.35398000;6.00000000;6.00000000;-0.90000000
-252.89835370;408.03757000;6.00000000;6.00000000;-0.80000000
-251.35473800;405.72101000;6.00000000;6.00000000;-0.70000000
-249.81112300;403.40445000;6.00000000;6.00000000;-0.70000000
-248.26750810;401.08804000;6.00000000;6.00000000;-0.70000000
-246.72413430;398.77148000;6.00000000;6.00000000;-0.60000000
-245.18028120;396.45491000;6.00000000;6.00000000;-0.60000000
-243.63666820;394.13850000;6.00000000;6.00000000;-0.60000000
-242.09305640;391.82194000;6.00000000;6.00000000;-0.60000000
-240.54944520;389.50537000;6.00000000;6.00000000;-0.60000000
-239.01287580;387.18111000;6.00000000;6.00000000;-0.60000000
-237.52617240;384.80068000;6.00000000;6.00000000;-0.60000000
-236.03946920;382.42040000;6.00000000;6.00000000;-0.60000000
-234.55228530;380.04012000;6.00000000;6.00000000;-0.60000000
-233.06613430;377.65984000;6.00000000;6.00000000;-0.60000000
-231.57936380;375.27956000;6.00000000;6.00000000;-0.60000000
-230.09313430;372.89928000;6.00000000;6.00000000;-0.70000000
-228.60596420;370.51884000;6.00000000;6.00000000;-0.70000000
-227.11913430;368.13856000;6.00000000;6.00000000;-0.70000000
-225.63256700;365.75828000;6.00000000;6.00000000;-0.70000000
-224.14586940;363.37799000;6.00000000;6.00000000;-0.70000000
-222.67796740;360.97755000;6.00000000;6.00000000;-0.70000000
-221.21710580;358.56957000;6.00000000;6.00000000;-0.60000000
-219.75624500;356.16159000;6.00000000;6.00000000;-0.60000000
-218.29538500;353.75361000;6.00000000;6.00000000;-0.60000000
-216.83452510;351.34578000;6.00000000;6.00000000;-0.50000000
-215.37366650;348.93779000;6.00000000;6.00000000;-0.50000000
-213.91280860;346.52981000;6.00000000;6.00000000;-0.50000000
-212.45195150;344.12182000;6.00000000;6.00000000;-0.40000000
-210.99109510;341.71383000;6.00000000;6.00000000;-0.40000000
-209.53023940;339.30584000;6.00000000;6.00000000;-0.40000000
-208.06938400;336.89801000;6.00000000;6.00000000;-0.30000000
-206.60852980;334.49002000;6.00000000;6.00000000;-0.30000000
-205.14767630;332.08203000;6.00000000;6.00000000;-0.30000000
-203.68682350;329.67404000;6.00000000;6.00000000;-0.20000000
-202.22597150;327.26605000;6.00000000;6.00000000;-0.20000000
-200.76513430;324.85805000;6.00000000;6.00000000;-0.20000000
-199.30426970;322.45006000;6.00000000;6.00000000;-0.10000000
-197.84341930;320.04222000;6.00000000;6.00000000;-0.10000000
-196.38257030;317.63423000;6.00000000;6.00000000;-0.10000000
-194.92172190;315.22623000;6.00000000;6.00000000;0.00000000
-193.46087430;312.81823000;6.00000000;6.00000000;0.00000000
-192.00002740;310.41024000;6.00000000;6.00000000;0.00000000
-190.53918120;308.00224000;6.00000000;6.00000000;0.10000000
-189.07833580;305.59424000;6.00000000;6.00000000;0.10000000
-187.61749110;303.18624000;6.00000000;6.00000000;0.10000000
-186.15713430;300.77824000;6.00000000;6.00000000;0.10000000
-184.69580390;298.37024000;6.00000000;6.00000000;0.10000000
-183.23496140;295.96224000;6.00000000;6.00000000;0.10000000
-181.77413430;293.55439000;6.00000000;6.00000000;0.10000000
-180.31305710;291.14639000;6.00000000;6.00000000;0.10000000
-178.85243780;288.73838000;6.00000000;6.00000000;0.10000000
-177.39159830;286.33038000;6.00000000;6.00000000;0.10000000
-175.93075940;283.92237000;6.00000000;6.00000000;0.00000000
-174.46992130;281.51437000;6.00000000;6.00000000;0.00000000
-173.00972800;279.10636000;6.00000000;6.00000000;0.00000000
-171.54824730;276.69835000;6.00000000;6.00000000;0.00000000
-169.94785210;274.45394000;6.00000000;6.00000000;0.00000000
-168.30353900;272.26110000;6.00000000;6.00000000;0.00000000
-166.65922680;270.06809000;6.00000000;6.00000000;0.00000000
-165.16280190;267.69932000;6.00000000;6.00000000;0.00000000
-163.67611130;265.31901000;6.00000000;6.00000000;0.00000000
-162.18984540;262.93869000;6.00000000;6.00000000;0.00000000
-160.70273270;260.55822000;6.00000000;6.00000000;0.00000000
-159.21604420;258.17790000;6.00000000;6.00000000;0.00000000
-157.72935650;255.79758000;6.00000000;6.00000000;0.00000000
-156.24213430;253.41726000;6.00000000;6.00000000;0.00000000
-154.75598350;251.03678000;6.00000000;6.00000000;0.00000000
-153.26913430;248.65646000;6.00000000;6.00000000;0.00000000
-151.78261280;246.27614000;6.00000000;6.00000000;0.00000000
-150.33306560;243.85705000;6.00000000;6.00000000;0.00000000
-148.91489460;241.40503000;6.00000000;6.00000000;0.00000000
-147.49672400;238.95316000;6.00000000;6.00000000;0.10000000
-146.07855460;236.50114000;6.00000000;6.00000000;0.10000000
-144.66038550;234.04927000;6.00000000;6.00000000;0.10000000
-143.24221760;231.59725000;6.00000000;6.00000000;0.20000000
-141.82405010;229.14538000;6.00000000;6.00000000;0.20000000
-140.40588380;226.69335000;6.00000000;6.00000000;0.20000000
-138.98771780;224.24148000;6.00000000;6.00000000;0.20000000
-137.56955310;221.78946000;6.00000000;6.00000000;0.20000000
-136.15138870;219.33758000;6.00000000;6.00000000;0.20000000
-134.73322550;216.88556000;6.00000000;6.00000000;0.20000000
-133.27946310;214.47076000;6.00000000;6.00000000;0.20000000
-131.79759700;212.08504000;6.00000000;6.00000000;0.20000000
-130.31636530;209.69948000;6.00000000;6.00000000;0.20000000
-128.83386570;207.31391000;6.00000000;6.00000000;0.20000000
-127.35200120;204.92834000;6.00000000;6.00000000;0.10000000
-125.87013740;202.54277000;6.00000000;6.00000000;0.10000000
-124.38827430;200.15720000;6.00000000;6.00000000;0.10000000
-122.90641180;197.77163000;6.00000000;6.00000000;0.10000000
-121.42455070;195.38591000;6.00000000;6.00000000;0.00000000
-119.94268970;193.00034000;6.00000000;6.00000000;0.00000000
-118.46082940;190.61477000;6.00000000;6.00000000;0.00000000
-116.97896980;188.22919000;6.00000000;6.00000000;0.00000000
-115.49711090;185.84362000;6.00000000;6.00000000;0.00000000
-114.01525330;183.45789000;6.00000000;6.00000000;0.00000000
-112.53313430;181.07232000;6.00000000;6.00000000;0.00000000
-111.05153900;178.68674000;6.00000000;6.00000000;0.00000000
-109.56911490;176.30116000;6.00000000;6.00000000;0.00000000
-108.08850320;173.91559000;6.00000000;6.00000000;0.00000000
-106.60597350;171.52986000;6.00000000;6.00000000;0.00000000
-105.12411960;169.14428000;6.00000000;6.00000000;0.00000000
-103.64226640;166.75870000;6.00000000;6.00000000;0.00000000
-102.16041390;164.37312000;6.00000000;6.00000000;0.00000000
-100.67856260;161.98738000;6.00000000;6.00000000;0.00000000
-99.19713427;159.60180000;6.00000000;6.00000000;0.00000000
-97.71417448;157.21699000;6.00000000;6.00000000;0.00000000
-96.23112169;154.83263000;6.00000000;6.00000000;0.00000000
-94.74806961;152.44828000;6.00000000;6.00000000;0.00000000
-93.26501823;150.06392000;6.00000000;6.00000000;0.00000000
-91.78158153;147.67957000;6.00000000;6.00000000;0.00000000
-90.29891708;145.29537000;6.00000000;6.00000000;0.00000000
-88.81586782;142.91101000;6.00000000;6.00000000;0.00000000
-87.33281927;140.52665000;6.00000000;6.00000000;0.00000000
-85.84977142;138.14230000;6.00000000;6.00000000;0.00000000
-84.36672428;135.75794000;6.00000000;6.00000000;0.00000000
-82.88367785;133.37358000;6.00000000;6.00000000;0.00000000
-81.40063160;130.98937000;6.00000000;6.00000000;0.00000000
-79.91758658;128.60501000;6.00000000;6.00000000;0.00000000
-78.43454226;126.22065000;6.00000000;6.00000000;0.00000000
-76.95149865;123.83628000;6.00000000;6.00000000;0.00000000
-75.46846299;121.45192000;6.00000000;6.00000000;0.00000000
-73.98541355;119.06756000;6.00000000;6.00000000;0.00000000
-72.50237206;116.68319000;6.00000000;6.00000000;0.00000000
-71.01933127;114.29882000;6.00000000;6.00000000;0.00000000
-69.53629068;111.91461000;6.00000000;6.00000000;0.00000000
-68.05325130;109.53024000;6.00000000;6.00000000;0.00000000
-66.57021264;107.14588000;6.00000000;6.00000000;0.00000000
-65.08717468;104.76151000;6.00000000;6.00000000;0.00000000
-63.60413742;102.37714000;6.00000000;6.00000000;0.00000000
-62.12110087;99.99277000;6.00000000;6.00000000;0.10000000
-60.63806503;97.60839000;6.00000000;6.00000000;0.10000000
-59.15513427;95.22402000;6.00000000;6.00000000;0.10000000
-57.67213427;92.83965000;6.00000000;6.00000000;0.10000000
-56.18896174;90.45527000;6.00000000;6.00000000;0.10000000
-54.70592872;88.07090000;6.00000000;6.00000000;0.10000000
-53.22289641;85.68652000;6.00000000;6.00000000;0.10000000
-51.73986429;83.30230000;6.00000000;6.00000000;0.10000000
-50.25683339;80.91793000;6.00000000;6.00000000;0.10000000
-48.77380320;78.53355000;6.00000000;6.00000000;0.10000000
-47.29113427;76.14917000;6.00000000;6.00000000;0.10000000
-45.80774493;73.76479000;6.00000000;6.00000000;0.10000000
-44.32471686;71.38041000;6.00000000;6.00000000;0.10000000
-42.84168949;68.99603000;6.00000000;6.00000000;0.10000000
-41.35866282;66.61165000;6.00000000;6.00000000;0.00000000
-39.87563687;64.22727000;6.00000000;6.00000000;0.00000000
-38.39261162;61.84288000;6.00000000;6.00000000;0.00000000
-36.90958707;59.45850000;6.00000000;6.00000000;0.00000000
-35.42656324;57.07411000;6.00000000;6.00000000;0.00000000
-33.94354010;54.68973000;6.00000000;6.00000000;0.00000000
-32.46051768;52.30534000;6.00000000;6.00000000;0.00000000
-30.97749596;49.92095000;6.00000000;6.00000000;0.00000000
-29.49447495;47.53657000;6.00000000;6.00000000;0.00000000
-28.01153878;45.15218000;6.00000000;6.00000000;0.00000000
-26.52843504;42.76779000;6.00000000;6.00000000;0.00000000
-25.04541615;40.38340000;6.00000000;6.00000000;0.00000000
-23.56239796;37.99901000;6.00000000;6.00000000;0.00000000
-22.07938048;35.61462000;6.00000000;6.00000000;0.00000000
-20.59636370;33.23022000;6.00000000;6.00000000;0.00000000
-19.11334763;30.84583000;6.00000000;6.00000000;0.00000000
-17.63033227;28.46144000;6.00000000;6.00000000;0.00000000
-16.14659298;26.07704000;6.00000000;6.00000000;0.00000000
-14.66430366;23.69264000;6.00000000;6.00000000;0.00000000
-13.18129093;21.30809000;6.00000000;6.00000000;0.00000000
-11.69827840;18.92370000;6.00000000;6.00000000;0.00000000
-10.21490680;16.53930000;6.00000000;6.00000000;0.00000000
-8.73225544;14.15490000;6.00000000;6.00000000;0.00000000
-7.24924502;11.77050000;6.00000000;6.00000000;0.00000000
-5.76613427;9.38610000;6.00000000;6.00000000;0.00000000
-4.28322630;7.00170000;6.00000000;6.00000000;0.00000000
